word_id,headword,pos,meaning_ko,level,en,ko
1751,retain,v,유지하다; 보유하다; 간직하다,1,Try to retain some water when you exercise.,운동할 때 물을 조금 보유하도록 해라.
1751,retain,v,유지하다; 보유하다; 간직하다,2,The company hopes to retain skilled workers by offering better training programs.,그 회사는 더 나은 교육 프로그램을 제공하여 숙련된 근로자들을 유지하기를 바란다.
1751,retain,v,유지하다; 보유하다; 간직하다,3,Learners who connect new information to prior knowledge tend to retain it far longer than those who rely on rote memorization.,새로운 정보를 기존 지식과 연결하는 학습자들은 기계적 암기에 의존하는 사람들보다 그 정보를 훨씬 더 오래 간직하는 경향이 있다.
777,filter,n,여과기; 필터,1,You should clean the water filter once a week.,너는 일주일에 한 번 정수 필터를 청소해야 한다.
777,filter,n,여과기; 필터,2,The camera has a special filter that reduces the bright light from the sun.,그 카메라에는 태양의 강한 빛을 줄여 주는 특수 필터가 있다.
777,filter,n,여과기; 필터,3,"Our brain acts as a filter, selecting only the information that seems relevant while ignoring countless other signals.","우리의 뇌는 필터처럼 작동하여, 무수한 다른 신호들은 무시하면서 관련 있어 보이는 정보만을 선별한다."
777,filter,v,여과하다; 거르다; 걸러내다,1,This machine filters dirt from the water.,이 기계는 물에서 오물을 걸러낸다.
777,filter,v,여과하다; 거르다; 걸러내다,2,The app filters out messages that contain harmful words before you read them.,그 앱은 네가 읽기 전에 해로운 단어가 포함된 메시지를 걸러낸다.
777,filter,v,여과하다; 거르다; 걸러내다,3,"Social media algorithms filter the content we see, gradually shaping our opinions in ways we rarely notice.","소셜 미디어 알고리즘은 우리가 보는 콘텐츠를 걸러내어, 우리가 좀처럼 알아차리지 못하는 방식으로 점차 우리의 견해를 형성한다."
866,garden,n,정원; 뜰; 텃밭,1,My grandmother grows flowers in her small garden.,우리 할머니는 작은 정원에서 꽃을 기르신다.
866,garden,n,정원; 뜰; 텃밭,2,The school built a community garden where students can grow vegetables together.,학교는 학생들이 함께 채소를 기를 수 있는 공동 텃밭을 만들었다.
866,garden,n,정원; 뜰; 텃밭,3,"Urban gardens, which transform empty lots into green spaces, can improve air quality and strengthen community bonds among residents.",빈 부지를 녹지 공간으로 바꾸는 도시 정원은 대기 질을 개선하고 주민들 사이의 공동체 유대를 강화할 수 있다.
866,garden,v,정원을 가꾸다,1,My parents like to garden on sunny weekends.,우리 부모님은 화창한 주말에 정원 가꾸기를 좋아하신다.
866,garden,v,정원을 가꾸다,2,"She learned to garden from her aunt, who had cared for plants for decades.",그녀는 수십 년 동안 식물을 돌봐 온 이모에게서 정원 가꾸는 법을 배웠다.
866,garden,v,정원을 가꾸다,3,"Many people who garden regularly report lower stress levels, suggesting that tending plants offers meaningful psychological benefits beyond mere physical exercise.","규칙적으로 정원을 가꾸는 많은 사람들이 더 낮은 스트레스 수준을 보고하는데, 이는 식물을 돌보는 일이 단순한 신체 운동을 넘어 의미 있는 심리적 이점을 준다는 것을 시사한다."
1475,peasant,n,소작농; 농부; 시골 사람,1,The peasant worked hard in the field all day.,그 농부는 하루 종일 밭에서 열심히 일했다.
1475,peasant,n,소작농; 농부; 시골 사람,2,"In the old village, each peasant paid a portion of the harvest to the landowner.",옛 마을에서 각 소작농은 수확물의 일부를 지주에게 바쳤다.
1475,peasant,n,소작농; 농부; 시골 사람,3,Historians argue that the daily lives of the peasant class reveal more about medieval society than the deeds of famous rulers.,역사가들은 소작농 계층의 일상이 유명한 통치자들의 업적보다 중세 사회에 대해 더 많은 것을 드러낸다고 주장한다.
589,drama,n,드라마; 극; 연극; 극적인 사건,1,I like to watch a fun drama after dinner.,나는 저녁 식사 후에 재미있는 드라마 보는 것을 좋아한다.
589,drama,n,드라마; 극; 연극; 극적인 사건,2,The school club performed a short drama that taught students about honesty and friendship.,그 학교 동아리는 학생들에게 정직과 우정을 가르치는 짧은 연극을 공연했다.
589,drama,n,드라마; 극; 연극; 극적인 사건,3,Many viewers are drawn to a well-written drama because it reflects complex emotions and moral conflicts they encounter in real life.,많은 시청자들이 잘 쓰인 드라마에 끌리는 이유는 그것이 현실에서 마주하는 복잡한 감정과 도덕적 갈등을 반영하기 때문이다.
2247,description,n,묘사; 서술; 설명,1,She gave a short description of her new house.,그녀는 자신의 새 집에 대해 짧은 설명을 했다.
2247,description,n,묘사; 서술; 설명,2,The police asked for a detailed description of the man who had left the store.,경찰은 가게를 떠난 그 남자에 대한 자세한 인상착의를 요청했다.
2247,description,n,묘사; 서술; 설명,3,A vivid description of a distant landscape can shape how readers imagine places they have never actually visited.,멀리 있는 풍경에 대한 생생한 묘사는 독자들이 실제로 가 본 적 없는 장소를 상상하는 방식을 형성할 수 있다.
780,fine,a,좋은; 훌륭한; 괜찮은; 미세한,1,The weather is really fine today.,오늘 날씨가 정말 좋다.
780,fine,a,좋은; 훌륭한; 괜찮은; 미세한,2,"She did a fine job on the project, which surprised her teacher.","그녀는 그 프로젝트를 훌륭히 해냈고, 이는 선생님을 놀라게 했다."
780,fine,a,좋은; 훌륭한; 괜찮은; 미세한,2,There is a fine line between confidence and arrogance that many people fail to notice.,"많은 사람들이 알아채지 못하는, 자신감과 오만 사이의 미세한 경계가 있다."
780,fine,a,좋은; 훌륭한; 괜찮은; 미세한,3,"Skilled artisans pay attention to the finest details, ensuring that even invisible parts of the work meet exacting standards.","숙련된 장인들은 가장 미세한 세부사항에까지 주의를 기울여, 눈에 보이지 않는 부분조차 엄격한 기준을 충족하도록 한다."
780,fine,n,벌금,1,He paid a fine for parking there.,그는 그곳에 주차한 것에 대해 벌금을 냈다.
780,fine,n,벌금,2,The driver received a heavy fine because he ignored the speed limit.,그 운전자는 속도 제한을 무시했기 때문에 무거운 벌금을 받았다.
780,fine,n,벌금,3,"The government raised fines for illegal dumping, hoping that stronger penalties would discourage citizens from harming the environment.",정부는 더 강력한 처벌이 시민들이 환경을 해치는 것을 억제하기를 바라며 불법 투기에 대한 벌금을 인상했다.
780,fine,v,벌금을 물리다,1,The police fined him ten dollars.,경찰은 그에게 10달러의 벌금을 물렸다.
780,fine,v,벌금을 물리다,2,The court fined the company after it broke the safety rules.,법원은 그 회사가 안전 규정을 어긴 후에 벌금을 부과했다.
780,fine,v,벌금을 물리다,3,"Authorities may fine businesses that repeatedly violate labor laws, though critics argue such measures rarely change corporate behavior significantly.","당국은 노동법을 반복적으로 위반하는 기업에 벌금을 부과할 수 있지만, 비평가들은 그러한 조치가 기업 행동을 크게 바꾸는 경우는 드물다고 주장한다."
2311,intention,n,의도; 의향; 목적,1,I had no intention of hurting your feelings.,나는 네 기분을 상하게 할 의도가 전혀 없었어.
2311,intention,n,의도; 의향; 목적,2,"She announced her intention to study abroad, which surprised all her classmates.","그녀는 유학을 가겠다는 의향을 밝혔고, 이는 모든 반 친구들을 놀라게 했다."
2311,intention,n,의도; 의향; 목적,3,Psychologists argue that we often judge others by their outward behavior rather than by the true intention behind their actions.,심리학자들은 우리가 종종 타인을 그 행동 이면의 진짜 의도가 아니라 겉으로 드러난 행동으로 판단한다고 주장한다.
797,flip,v,뒤집다; 홱 던지다; 휙 넘기다,1,She flipped the pancake in the pan.,그녀는 팬에서 팬케이크를 뒤집었다.
797,flip,v,뒤집다; 홱 던지다; 휙 넘기다,2,He flipped through the magazine while he waited for the bus to arrive.,그는 버스가 도착하기를 기다리는 동안 잡지를 휙휙 넘겨보았다.
797,flip,v,뒤집다; 홱 던지다; 휙 넘기다,3,"When the debate flipped public opinion, politicians who had ignored the issue suddenly rushed to support the new policy.","그 토론이 여론을 뒤집자, 그 문제를 무시했던 정치인들이 갑자기 새 정책을 지지하려 서둘렀다."
797,flip,n,톡 던지기; 뒤집기; 공중제비,1,He decided the game with a flip of a coin.,그는 동전 던지기로 경기를 결정했다.
797,flip,n,톡 던지기; 뒤집기; 공중제비,2,The gymnast performed a perfect flip that made the whole crowd stand and cheer.,그 체조 선수는 완벽한 공중제비를 선보여 관중 전체가 일어나 환호하게 만들었다.
797,flip,n,톡 던지기; 뒤집기; 공중제비,3,Economists described the sudden flip in consumer confidence as a signal that the market's underlying stability had begun to erode.,경제학자들은 소비자 신뢰의 갑작스러운 반전을 시장의 근본적 안정이 무너지기 시작했다는 신호로 설명했다.
797,flip,a,경솔한; 무례한,1,Don't be so flip when you answer me.,나에게 대답할 때 그렇게 경솔하게 굴지 마.
797,flip,a,경솔한; 무례한,2,"Her flip remark upset the teacher, who expected a more serious reply in class.",그녀의 경솔한 말은 수업에서 더 진지한 대답을 기대했던 선생님을 화나게 했다.
797,flip,a,경솔한; 무례한,3,The manager's flip attitude toward safety concerns eventually undermined the trust that employees had placed in his leadership.,안전 문제에 대한 그 관리자의 경솔한 태도는 결국 직원들이 그의 리더십에 두었던 신뢰를 무너뜨렸다.
1709,relieve,v,완화하다; 덜어 주다; 안심시키다,1,This medicine can relieve your headache quickly.,이 약은 네 두통을 빠르게 완화할 수 있다.
1709,relieve,v,완화하다; 덜어 주다; 안심시키다,2,The new bridge was built to relieve the heavy traffic that fills the city each morning.,새 다리는 매일 아침 도시를 가득 채우는 극심한 교통량을 덜기 위해 지어졌다.
1709,relieve,v,완화하다; 덜어 주다; 안심시키다,3,Regular exercise is known to relieve stress by lowering the hormones that the body releases in response to constant psychological pressure.,규칙적인 운동은 지속적인 심리적 압박에 반응해 몸이 분비하는 호르몬을 낮춤으로써 스트레스를 완화하는 것으로 알려져 있다.
367,context,n,맥락; 문맥; 상황,1,You can guess the word's meaning from the context.,너는 문맥에서 그 단어의 의미를 추측할 수 있다.
367,context,n,맥락; 문맥; 상황,2,The teacher explained the historical context in which the novel was written.,선생님은 그 소설이 쓰인 역사적 맥락을 설명해 주셨다.
367,context,n,맥락; 문맥; 상황,3,"To interpret survey data accurately, researchers must consider the social context that shapes how respondents understand each question.","설문 데이터를 정확히 해석하기 위해, 연구자들은 응답자들이 각 질문을 이해하는 방식을 형성하는 사회적 맥락을 고려해야 한다."
2079,transact,v,거래하다; 처리하다,1,You can transact business online with just a phone.,당신은 휴대폰 하나로 온라인에서 거래를 할 수 있다.
2079,transact,v,거래하다; 처리하다,2,The company began to transact deals abroad after it opened a new office in Asia.,그 회사는 아시아에 새 사무소를 연 뒤 해외에서 거래를 시작했다.
2079,transact,v,거래하다; 처리하다,3,"As digital platforms allow strangers to transact instantly across borders, economists emphasize the growing need for reliable systems of mutual trust.","디지털 플랫폼이 낯선 이들끼리 국경을 넘어 즉시 거래하게 해주면서, 경제학자들은 신뢰할 수 있는 상호 신뢰 체계의 필요성이 커지고 있음을 강조한다."
113,await,v,기다리다; 대기하다,1,We await the bus at the corner every morning.,우리는 매일 아침 모퉁이에서 버스를 기다린다.
113,await,v,기다리다; 대기하다,2,"Many students await the exam results, which will be posted online tomorrow.",많은 학생들이 내일 온라인에 게시될 시험 결과를 기다린다.
113,await,v,기다리다; 대기하다,3,"Scientists eagerly await the data from the probe, hoping it will reveal how planets far beyond our solar system actually form.",과학자들은 그 탐사선의 데이터가 우리 태양계 너머의 행성들이 실제로 어떻게 형성되는지 밝혀 주기를 바라며 그것을 간절히 기다린다.
117,ban,v,금지하다,1,The school will ban phones during class time.,학교는 수업 시간에 휴대폰을 금지할 것이다.
117,ban,v,금지하다,2,"The city decided to ban cars from the old town, which pleased many residents.","시는 구시가지에서 차량을 금지하기로 했고, 이는 많은 주민을 기쁘게 했다."
117,ban,v,금지하다,3,"Several governments have moved to ban single-use plastics, arguing that such measures are essential to reducing long-term environmental damage.","여러 정부가 일회용 플라스틱을 금지하는 방향으로 움직였는데, 그러한 조치가 장기적 환경 피해를 줄이는 데 필수적이라고 주장한다."
117,ban,n,금지; 금지령,1,There is a ban on smoking in the park.,공원에서는 흡연 금지가 있다.
117,ban,n,금지; 금지령,2,The new ban on plastic bags encouraged shoppers to bring their own containers.,비닐봉지에 대한 새로운 금지령은 쇼핑객들이 자신의 용기를 가져오도록 장려했다.
117,ban,n,금지; 금지령,3,Critics argue that a complete ban on advertising harmful products may raise complex questions about individual freedom and public responsibility.,비평가들은 유해 제품 광고에 대한 전면적 금지가 개인의 자유와 공적 책임에 관한 복잡한 문제를 제기할 수 있다고 주장한다.
214,cattle,n,소; 소 떼,1,The farmer keeps many cattle on his green land.,그 농부는 자신의 푸른 땅에 많은 소를 기른다.
214,cattle,n,소; 소 떼,2,The cattle that graze in these hills provide milk for the whole village.,이 언덕에서 풀을 뜯는 소들은 마을 전체에 우유를 공급한다.
214,cattle,n,소; 소 떼,3,Scientists warn that raising cattle on a large scale produces greenhouse gases that significantly accelerate global climate change.,과학자들은 대규모로 소를 사육하는 것이 지구 기후 변화를 크게 가속하는 온실가스를 배출한다고 경고한다.
1893,sigh,v,한숨을 쉬다; 탄식하다,1,She began to sigh when she saw the mess.,그녀는 그 엉망인 상태를 보고 한숨을 쉬기 시작했다.
1893,sigh,v,한숨을 쉬다; 탄식하다,2,He sighed deeply after hearing that the trip he had planned was canceled.,그는 자신이 계획했던 여행이 취소되었다는 말을 듣고 깊이 한숨을 쉬었다.
1893,sigh,v,한숨을 쉬다; 탄식하다,3,"Many workers quietly sigh over tasks they find meaningless, unaware that such small signals often reveal deeper dissatisfaction.","많은 근로자들은 무의미하다고 느끼는 업무에 조용히 한숨을 쉬는데, 그런 작은 신호가 종종 더 깊은 불만을 드러낸다는 것을 알지 못한다."
1893,sigh,n,한숨; 탄식,1,She let out a long sigh of relief.,그녀는 안도의 긴 한숨을 내쉬었다.
1893,sigh,n,한숨; 탄식,2,"With a soft sigh, he closed the book that had kept him awake all night.",부드러운 한숨과 함께 그는 밤새 자신을 깨어 있게 한 책을 덮었다.
1893,sigh,n,한숨; 탄식,3,A collective sigh spread through the audience as the speaker admitted that the long-awaited solution remained far from certain.,발표자가 오래 기다려온 해결책이 여전히 확실치 않다고 인정하자 청중 사이로 집단적인 한숨이 퍼졌다.
847,fulfil,v,이행하다; 완수하다; (소망을) 이루다,1,She worked hard to fulfil her dream of teaching.,그녀는 가르치는 꿈을 이루기 위해 열심히 노력했다.
847,fulfil,v,이행하다; 완수하다; (소망을) 이루다,2,The company promised to fulfil every order that customers placed during the holiday sale.,그 회사는 휴일 세일 동안 고객이 주문한 모든 것을 이행하겠다고 약속했다.
847,fulfil,v,이행하다; 완수하다; (소망을) 이루다,3,"To fulfil their social responsibilities, corporations must balance short-term profits against the long-term welfare of the communities they serve.",사회적 책임을 완수하기 위해 기업은 단기 이익과 그들이 봉사하는 공동체의 장기적 복지 사이에서 균형을 맞춰야 한다.
1812,scandal,n,추문; 스캔들; 불명예,1,The news about the scandal shocked many people.,그 추문에 관한 소식은 많은 사람들을 충격에 빠뜨렸다.
1812,scandal,n,추문; 스캔들; 불명예,2,"The company tried to hide the scandal, but reporters soon revealed the truth.","그 회사는 스캔들을 숨기려 했지만, 기자들이 곧 진실을 밝혀냈다."
1812,scandal,n,추문; 스캔들; 불명예,3,"The financial scandal, which involved several senior officials, eroded public trust in the institution and prompted sweeping reforms.",여러 고위 관료가 연루된 그 금융 스캔들은 그 기관에 대한 대중의 신뢰를 무너뜨렸고 대대적인 개혁을 촉발했다.
1214,magic,n,마법; 마술; 마력,1,The children believed in the magic of the old book.,아이들은 그 오래된 책의 마법을 믿었다.
1214,magic,n,마법; 마술; 마력,2,The show amazed everyone because the performer used magic that no one could explain.,그 공연은 마술사가 아무도 설명할 수 없는 마술을 사용했기 때문에 모두를 놀라게 했다.
1214,magic,n,마법; 마술; 마력,2,There is a certain magic in music that can bring strangers together in a moment.,음악에는 낯선 사람들을 순식간에 하나로 모으는 어떤 마력이 있다.
1214,magic,n,마법; 마술; 마력,3,Scientists argue that what people once called magic was often nothing more than natural phenomena not yet understood by their societies.,과학자들은 사람들이 한때 마법이라 불렀던 것이 흔히 그들의 사회가 아직 이해하지 못한 자연 현상에 불과했다고 주장한다.
1214,magic,a,마법의; 마술의; 신기한,1,She waved her magic wand and smiled.,그녀는 마법 지팡이를 흔들며 미소 지었다.
1214,magic,a,마법의; 마술의; 신기한,2,The story tells of a magic mirror that could show whatever a person wished to see.,그 이야기는 사람이 보고 싶어 하는 것은 무엇이든 보여 주는 마법의 거울에 관한 것이다.
1214,magic,a,마법의; 마술의; 신기한,3,"Many advertisements promise a magic solution to complex problems, yet real progress usually demands patience, effort, and careful planning.","많은 광고가 복잡한 문제에 대한 마법 같은 해결책을 약속하지만, 진정한 발전은 대개 인내와 노력, 그리고 신중한 계획을 요구한다."
2306,inference,n,추론; 추리; 추정,1,Her smile led me to a simple inference about the news.,그녀의 미소는 그 소식에 대한 간단한 추론으로 나를 이끌었다.
2306,inference,n,추론; 추리; 추정,2,The detective made an inference from the clues that were left at the scene.,그 형사는 현장에 남겨진 단서들로부터 추론을 이끌어 냈다.
2306,inference,n,추론; 추리; 추정,3,"Scientists must distinguish between direct observation and inference, since conclusions drawn from indirect evidence often require careful verification.","과학자들은 직접 관찰과 추론을 구분해야 하는데, 간접 증거에서 도출된 결론은 흔히 신중한 검증을 요구하기 때문이다."
1139,lane,n,차선; 좁은 길; 경주로,1,The car moved into the left lane slowly.,그 차는 천천히 왼쪽 차선으로 이동했다.
1139,lane,n,차선; 좁은 길; 경주로,2,The runner who stayed in her own lane won the race by a wide margin.,자기 레인을 지킨 그 주자는 큰 차이로 경주에서 이겼다.
